Location,Year,Feature,Record count,Missing count,Missing percentage
Richmond,2016,Pressure9am,366,1,0.2732
Richmond,2016,Pressure3pm,366,1,0.2732
Richmond,2016,WindDir9am,366,33,9.0164
Richmond,2016,WindGustDir,366,4,1.0929
Richmond,2016,WindGustSpeed,366,4,1.0929
Richmond,2017,Sunshine,176,176,100.0
Richmond,2017,Evaporation,176,69,39.2045
Richmond,2017,Cloud9am,176,63,35.7955
Richmond,2017,Cloud3pm,176,77,43.75
Richmond,2017,Pressure9am,176,0,0.0
Richmond,2017,Pressure3pm,176,0,0.0
Richmond,2017,WindDir9am,176,35,19.8864
Richmond,2017,WindGustDir,176,1,0.5682
Richmond,2017,WindGustSpeed,176,1,0.5682
Sale,2009,Sunshine,365,19,5.2055
Sale,2009,Evaporation,365,6,1.6438
Sale,2009,Cloud9am,365,3,0.8219
Sale,2009,Cloud3pm,365,3,0.8219
Sale,2009,Pressure9am,365,2,0.5479
Sale,2009,Pressure3pm,365,3,0.8219
Sale,2009,WindDir9am,365,11,3.0137
Sale,2009,WindGustDir,365,3,0.8219
Sale,2009,WindGustSpeed,365,3,0.8219
Sale,2010,Sunshine,365,1,0.274
Sale,2010,Evaporation,365,0,0.0
Sale,2010,Cloud9am,365,1,0.274
Sale,2010,Cloud3pm,365,3,0.8219
Sale,2010,Pressure9am,365,2,0.5479
Sale,2010,Pressure3pm,365,2,0.5479
Sale,2010,WindDir9am,365,11,3.0137
Sale,2010,WindGustDir,365,9,2.4658
Sale,2010,WindGustSpeed,365,9,2.4658
Sale,2011,Sunshine,335,1,0.2985
Sale,2011,Evaporation,335,0,0.0
Sale,2011,Cloud9am,335,0,0.0
Sale,2011,Cloud3pm,335,0,0.0
Sale,2011,Pressure9am,335,5,1.4925
Sale,2011,Pressure3pm,335,4,1.194
Sale,2011,WindDir9am,335,12,3.5821
Sale,2011,WindGustDir,335,5,1.4925
Sale,2011,WindGustSpeed,335,5,1.4925
Sale,2012,Sunshine,335,12,3.5821
Sale,2012,Evaporation,335,11,3.2836
Sale,2012,Cloud9am,335,10,2.9851
Sale,2012,Cloud3pm,335,13,3.8806
Sale,2012,Pressure9am,335,3,0.8955
Sale,2012,Pressure3pm,335,2,0.597
Sale,2012,WindDir9am,335,8,2.3881
Sale,2012,WindGustDir,335,2,0.597
Sale,2012,WindGustSpeed,335,2,0.597
Sale,2013,Sunshine,337,5,1.4837
Sale,2013,Evaporation,337,4,1.1869
Sale,2013,Cloud9am,337,5,1.4837
Sale,2013,Cloud3pm,337,4,1.1869
Sale,2013,Pressure9am,337,1,0.2967
Sale,2013,Pressure3pm,337,1,0.2967
Sale,2013,WindDir9am,337,11,3.2641
Sale,2013,WindGustDir,337,4,1.1869
Sale,2013,WindGustSpeed,337,4,1.1869
Sale,2014,Sunshine,365,246,67.3973
Sale,2014,Evaporation,365,247,67.6712
Sale,2014,Cloud9am,365,1,0.274
Sale,2014,Cloud3pm,365,2,0.5479
Sale,2014,Pressure9am,365,0,0.0
Sale,2014,Pressure3pm,365,1,0.274
Sale,2014,WindDir9am,365,10,2.7397
Sale,2014,WindGustDir,365,2,0.5479
Sale,2014,WindGustSpeed,365,2,0.5479
Sale,2015,Sunshine,365,365,100.0
Sale,2015,Evaporation,365,365,100.0
Sale,2015,Cloud9am,365,132,36.1644
Sale,2015,Cloud3pm,365,140,38.3562
Sale,2015,Pressure9am,365,0,0.0
Sale,2015,Pressure3pm,365,0,0.0
Sale,2015,WindDir9am,365,6,1.6438
Sale,2015,WindGustDir,365,22,6.0274
Sale,2015,WindGustSpeed,365,22,6.0274
Sale,2016,Sunshine,366,366,100.0
Sale,2016,Evaporation,366,366,100.0
Sale,2016,Cloud9am,366,117,31.9672
Sale,2016,Cloud3pm,366,126,34.4262
Sale,2016,Pressure9am,366,0,0.0
Sale,2016,Pressure3pm,366,0,0.0
Sale,2016,WindDir9am,366,7,1.9126
Sale,2016,WindGustDir,366,29,7.9235
Sale,2016,WindGustSpeed,366,29,7.9235
Sale,2017,Sunshine,176,176,100.0
Sale,2017,Evaporation,176,176,100.0
Sale,2017,Cloud9am,176,89,50.5682
Sale,2017,Cloud3pm,176,101,57.3864
Sale,2017,Pressure9am,176,1,0.5682
Sale,2017,Pressure3pm,176,2,1.1364
Sale,2017,WindDir9am,176,6,3.4091
Sale,2017,WindGustDir,176,65,36.9318
Sale,2017,WindGustSpeed,176,65,36.9318
SalmonGums,2009,Sunshine,365,365,100.0
SalmonGums,2009,Evaporation,365,365,100.0
SalmonGums,2009,Cloud9am,365,365,100.0
SalmonGums,2009,Cloud3pm,365,365,100.0
SalmonGums,2009,Pressure9am,365,365,100.0
SalmonGums,2009,Pressure3pm,365,365,100.0
SalmonGums,2009,WindDir9am,365,5,1.3699
SalmonGums,2009,WindGustDir,365,3,0.8219
SalmonGums,2009,WindGustSpeed,365,3,0.8219
SalmonGums,2010,Sunshine,357,357,100.0
SalmonGums,2010,Evaporation,357,357,100.0
SalmonGums,2010,Cloud9am,357,357,100.0
SalmonGums,2010,Cloud3pm,357,357,100.0
SalmonGums,2010,Pressure9am,357,357,100.0
SalmonGums,2010,Pressure3pm,357,357,100.0
SalmonGums,2010,WindDir9am,357,81,22.6891
SalmonGums,2010,WindGustDir,357,67,18.7675
SalmonGums,2010,WindGustSpeed,357,67,18.7675
SalmonGums,2011,Sunshine,335,335,100.0
SalmonGums,2011,Evaporation,335,335,100.0
SalmonGums,2011,Cloud9am,335,335,100.0
SalmonGums,2011,Cloud3pm,335,335,100.0
SalmonGums,2011,Pressure9am,335,335,100.0
SalmonGums,2011,Pressure3pm,335,335,100.0
SalmonGums,2011,WindDir9am,335,1,0.2985
SalmonGums,2011,WindGustDir,335,0,0.0
SalmonGums,2011,WindGustSpeed,335,0,0.0
SalmonGums,2012,Sunshine,335,335,100.0
SalmonGums,2012,Evaporation,335,335,100.0
SalmonGums,2012,Cloud9am,335,335,100.0
SalmonGums,2012,Cloud3pm,335,335,100.0
SalmonGums,2012,Pressure9am,335,335,100.0
SalmonGums,2012,Pressure3pm,335,335,100.0
SalmonGums,2012,WindDir9am,335,2,0.597
SalmonGums,2012,WindGustDir,335,4,1.194
SalmonGums,2012,WindGustSpeed,335,4,1.194
SalmonGums,2013,Sunshine,337,337,100.0
SalmonGums,2013,Evaporation,337,337,100.0
SalmonGums,2013,Cloud9am,337,337,100.0
SalmonGums,2013,Cloud3pm,337,337,100.0
SalmonGums,2013,Pressure9am,337,337,100.0
SalmonGums,2013,Pressure3pm,337,337,100.0
SalmonGums,2013,WindDir9am,337,2,0.5935
SalmonGums,2013,WindGustDir,337,1,0.2967
SalmonGums,2013,WindGustSpeed,337,1,0.2967
SalmonGums,2014,Sunshine,365,365,100.0
SalmonGums,2014,Evaporation,365,365,100.0
SalmonGums,2014,Cloud9am,365,365,100.0
SalmonGums,2014,Cloud3pm,365,365,100.0
SalmonGums,2014,Pressure9am,365,365,100.0
SalmonGums,2014,Pressure3pm,365,365,100.0
SalmonGums,2014,WindDir9am,365,2,0.5479
SalmonGums,2014,WindGustDir,365,2,0.5479
SalmonGums,2014,WindGustSpeed,365,2,0.5479
SalmonGums,2015,Sunshine,365,365,100.0
SalmonGums,2015,Evaporation,365,365,100.0
SalmonGums,2015,Cloud9am,365,365,100.0
SalmonGums,2015,Cloud3pm,365,365,100.0
SalmonGums,2015,Pressure9am,365,365,100.0
SalmonGums,2015,Pressure3pm,365,365,100.0
SalmonGums,2015,WindDir9am,365,2,0.5479
SalmonGums,2015,WindGustDir,365,2,0.5479
SalmonGums,2015,WindGustSpeed,365,2,0.5479
SalmonGums,2016,Sunshine,366,366,100.0
SalmonGums,2016,Evaporation,366,366,100.0
SalmonGums,2016,Cloud9am,366,366,100.0
SalmonGums,2016,Cloud3pm,366,366,100.0
SalmonGums,2016,Pressure9am,366,366,100.0
SalmonGums,2016,Pressure3pm,366,366,100.0
SalmonGums,2016,WindDir9am,366,3,0.8197
SalmonGums,2016,WindGustDir,366,2,0.5464
SalmonGums,2016,WindGustSpeed,366,2,0.5464
SalmonGums,2017,Sunshine,176,176,100.0
SalmonGums,2017,Evaporation,176,176,100.0
SalmonGums,2017,Cloud9am,176,176,100.0
SalmonGums,2017,Cloud3pm,176,176,100.0
SalmonGums,2017,Pressure9am,176,176,100.0
SalmonGums,2017,Pressure3pm,176,176,100.0
SalmonGums,2017,WindDir9am,176,1,0.5682
SalmonGums,2017,WindGustDir,176,3,1.7045
SalmonGums,2017,WindGustSpeed,176,3,1.7045
Sydney,2008,Sunshine,335,0,0.0
Sydney,2008,Evaporation,335,5,1.4925
Sydney,2008,Cloud9am,335,0,0.0
Sydney,2008,Cloud3pm,335,0,0.0
Sydney,2008,Pressure9am,335,1,0.2985
Sydney,2008,Pressure3pm,335,0,0.0
Sydney,2008,WindDir9am,335,6,1.791
Sydney,2008,WindGustDir,335,335,100.0
Sydney,2008,WindGustSpeed,335,335,100.0
Sydney,2009,Sunshine,365,3,0.8219
Sydney,2009,Evaporation,365,2,0.5479
Sydney,2009,Cloud9am,365,1,0.274
Sydney,2009,Cloud3pm,365,0,0.0
Sydney,2009,Pressure9am,365,2,0.5479
Sydney,2009,Pressure3pm,365,1,0.274
Sydney,2009,WindDir9am,365,16,4.3836
Sydney,2009,WindGustDir,365,365,100.0
Sydney,2009,WindGustSpeed,365,365,100.0
Sydney,2010,Sunshine,365,1,0.274
Sydney,2010,Evaporation,365,4,1.0959
Sydney,2010,Cloud9am,365,46,12.6027
Sydney,2010,Cloud3pm,365,46,12.6027
Sydney,2010,Pressure9am,365,16,4.3836
Sydney,2010,Pressure3pm,365,17,4.6575
Sydney,2010,WindDir9am,365,19,5.2055
Sydney,2010,WindGustDir,365,279,76.4384
Sydney,2010,WindGustSpeed,365,279,76.4384
Sydney,2011,Sunshine,335,0,0.0
Sydney,2011,Evaporation,335,7,2.0896
Sydney,2011,Cloud9am,335,335,100.0
Sydney,2011,Cloud3pm,335,335,100.0
Sydney,2011,Pressure9am,335,0,0.0
Sydney,2011,Pressure3pm,335,0,0.0
Sydney,2011,WindDir9am,335,1,0.2985
Sydney,2011,WindGustDir,335,8,2.3881
Sydney,2011,WindGustSpeed,335,8,2.3881
Sydney,2012,Sunshine,335,4,1.194
Sydney,2012,Evaporation,335,4,1.194
Sydney,2012,Cloud9am,335,182,54.3284
Sydney,2012,Cloud3pm,335,182,54.3284
Sydney,2012,Pressure9am,335,0,0.0
Sydney,2012,Pressure3pm,335,0,0.0
Sydney,2012,WindDir9am,335,1,0.2985
Sydney,2012,WindGustDir,335,7,2.0896
Sydney,2012,WindGustSpeed,335,7,2.0896
Sydney,2013,Sunshine,337,0,0.0
Sydney,2013,Evaporation,337,4,1.1869
Sydney,2013,Cloud9am,337,0,0.0
Sydney,2013,Cloud3pm,337,0,0.0
Sydney,2013,Pressure9am,337,0,0.0
Sydney,2013,Pressure3pm,337,0,0.0
Sydney,2013,WindDir9am,337,9,2.6706
Sydney,2013,WindGustDir,337,11,3.2641
Sydney,2013,WindGustSpeed,337,11,3.2641
Sydney,2014,Sunshine,365,1,0.274
Sydney,2014,Evaporation,365,3,0.8219
Sydney,2014,Cloud9am,365,0,0.0
Sydney,2014,Cloud3pm,365,0,0.0
Sydney,2014,Pressure9am,365,1,0.274
Sydney,2014,Pressure3pm,365,0,0.0
Sydney,2014,WindDir9am,365,1,0.274
Sydney,2014,WindGustDir,365,4,1.0959
Sydney,2014,WindGustSpeed,365,4,1.0959
Sydney,2015,Sunshine,365,3,0.8219
Sydney,2015,Evaporation,365,10,2.7397
Sydney,2015,Cloud9am,365,1,0.274
Sydney,2015,Cloud3pm,365,0,0.0
Sydney,2015,Pressure9am,365,0,0.0
Sydney,2015,Pressure3pm,365,0,0.0
Sydney,2015,WindDir9am,365,1,0.274
Sydney,2015,WindGustDir,365,11,3.0137
Sydney,2015,WindGustSpeed,365,11,3.0137
Sydney,2016,Sunshine,366,4,1.0929
Sydney,2016,Evaporation,366,5,1.3661
Sydney,2016,Cloud9am,366,1,0.2732
Sydney,2016,Cloud3pm,366,0,0.0
Sydney,2016,Pressure9am,366,0,0.0
Sydney,2016,Pressure3pm,366,1,0.2732
Sydney,2016,WindDir9am,366,2,0.5464
Sydney,2016,WindGustDir,366,17,4.6448
Sydney,2016,WindGustSpeed,366,17,4.6448
Sydney,2017,Sunshine,176,0,0.0
Sydney,2017,Evaporation,176,7,3.9773
Sydney,2017,Cloud9am,176,2,1.1364
Sydney,2017,Cloud3pm,176,0,0.0
Sydney,2017,Pressure9am,176,1,0.5682
Sydney,2017,Pressure3pm,176,0,0.0
Sydney,2017,WindDir9am,176,0,0.0
Sydney,2017,WindGustDir,176,1,0.5682
Sydney,2017,WindGustSpeed,176,1,0.5682
SydneyAirport,2009,Sunshine,365,3,0.8219
SydneyAirport,2009,Evaporation,365,2,0.5479
SydneyAirport,2009,Cloud9am,365,0,0.0
SydneyAirport,2009,Cloud3pm,365,0,0.0
SydneyAirport,2009,Pressure9am,365,0,0.0
SydneyAirport,2009,Pressure3pm,365,0,0.0
SydneyAirport,2009,WindDir9am,365,1,0.274
SydneyAirport,2009,WindGustDir,365,19,5.2055
SydneyAirport,2009,WindGustSpeed,365,19,5.2055
SydneyAirport,2010,Sunshine,365,1,0.274
SydneyAirport,2010,Evaporation,365,4,1.0959
SydneyAirport,2010,Cloud9am,365,0,0.0
SydneyAirport,2010,Cloud3pm,365,0,0.0
SydneyAirport,2010,Pressure9am,365,0,0.0
SydneyAirport,2010,Pressure3pm,365,1,0.274
SydneyAirport,2010,WindDir9am,365,1,0.274
SydneyAirport,2010,WindGustDir,365,10,2.7397
SydneyAirport,2010,WindGustSpeed,365,10,2.7397
SydneyAirport,2011,Sunshine,335,0,0.0
SydneyAirport,2011,Evaporation,335,7,2.0896
SydneyAirport,2011,Cloud9am,335,0,0.0
SydneyAirport,2011,Cloud3pm,335,0,0.0
SydneyAirport,2011,Pressure9am,335,5,1.4925
SydneyAirport,2011,Pressure3pm,335,1,0.2985
SydneyAirport,2011,WindDir9am,335,0,0.0
SydneyAirport,2011,WindGustDir,335,11,3.2836
SydneyAirport,2011,WindGustSpeed,335,11,3.2836
SydneyAirport,2012,Sunshine,335,4,1.194
SydneyAirport,2012,Evaporation,335,4,1.194
SydneyAirport,2012,Cloud9am,335,0,0.0
SydneyAirport,2012,Cloud3pm,335,0,0.0
SydneyAirport,2012,Pressure9am,335,2,0.597
SydneyAirport,2012,Pressure3pm,335,0,0.0
SydneyAirport,2012,WindDir9am,335,0,0.0
SydneyAirport,2012,WindGustDir,335,10,2.9851
SydneyAirport,2012,WindGustSpeed,335,10,2.9851
SydneyAirport,2013,Sunshine,337,0,0.0
SydneyAirport,2013,Evaporation,337,4,1.1869
SydneyAirport,2013,Cloud9am,337,0,0.0
SydneyAirport,2013,Cloud3pm,337,0,0.0
SydneyAirport,2013,Pressure9am,337,0,0.0
SydneyAirport,2013,Pressure3pm,337,0,0.0
SydneyAirport,2013,WindDir9am,337,1,0.2967
SydneyAirport,2013,WindGustDir,337,0,0.0
SydneyAirport,2013,WindGustSpeed,337,0,0.0
SydneyAirport,2014,Sunshine,365,1,0.274
SydneyAirport,2014,Evaporation,365,3,0.8219
SydneyAirport,2014,Cloud9am,365,0,0.0
SydneyAirport,2014,Cloud3pm,365,0,0.0
SydneyAirport,2014,Pressure9am,365,0,0.0
SydneyAirport,2014,Pressure3pm,365,0,0.0
SydneyAirport,2014,WindDir9am,365,1,0.274
SydneyAirport,2014,WindGustDir,365,0,0.0
SydneyAirport,2014,WindGustSpeed,365,0,0.0
SydneyAirport,2015,Sunshine,365,3,0.8219
SydneyAirport,2015,Evaporation,365,10,2.7397
SydneyAirport,2015,Cloud9am,365,1,0.274
SydneyAirport,2015,Cloud3pm,365,0,0.0
SydneyAirport,2015,Pressure9am,365,0,0.0
SydneyAirport,2015,Pressure3pm,365,0,0.0
SydneyAirport,2015,WindDir9am,365,1,0.274
SydneyAirport,2015,WindGustDir,365,0,0.0
SydneyAirport,2015,WindGustSpeed,365,0,0.0
SydneyAirport,2016,Sunshine,366,4,1.0929
SydneyAirport,2016,Evaporation,366,5,1.3661
SydneyAirport,2016,Cloud9am,366,1,0.2732
SydneyAirport,2016,Cloud3pm,366,0,0.0
SydneyAirport,2016,Pressure9am,366,1,0.2732
SydneyAirport,2016,Pressure3pm,366,1,0.2732
SydneyAirport,2016,WindDir9am,366,3,0.8197
SydneyAirport,2016,WindGustDir,366,1,0.2732
SydneyAirport,2016,WindGustSpeed,366,1,0.2732
SydneyAirport,2017,Sunshine,176,0,0.0
SydneyAirport,2017,Evaporation,176,7,3.9773
SydneyAirport,2017,Cloud9am,176,2,1.1364
SydneyAirport,2017,Cloud3pm,176,0,0.0
SydneyAirport,2017,Pressure9am,176,0,0.0
SydneyAirport,2017,Pressure3pm,176,0,0.0
SydneyAirport,2017,WindDir9am,176,0,0.0
SydneyAirport,2017,WindGustDir,176,0,0.0
SydneyAirport,2017,WindGustSpeed,176,0,0.0
Townsville,2008,Sunshine,31,0,0.0
Townsville,2008,Evaporation,31,1,3.2258
Townsville,2008,Cloud9am,31,0,0.0
Townsville,2008,Cloud3pm,31,0,0.0
Townsville,2008,Pressure9am,31,0,0.0
Townsville,2008,Pressure3pm,31,0,0.0
Townsville,2008,WindDir9am,31,0,0.0
Townsville,2008,WindGustDir,31,0,0.0
Townsville,2008,WindGustSpeed,31,0,0.0
Townsville,2009,Sunshine,365,0,0.0
Townsville,2009,Evaporation,365,10,2.7397
Townsville,2009,Cloud9am,365,0,0.0
Townsville,2009,Cloud3pm,365,0,0.0
Townsville,2009,Pressure9am,365,0,0.0
Townsville,2009,Pressure3pm,365,0,0.0
Townsville,2009,WindDir9am,365,14,3.8356
Townsville,2009,WindGustDir,365,0,0.0
Townsville,2009,WindGustSpeed,365,0,0.0
Townsville,2010,Sunshine,365,0,0.0
Townsville,2010,Evaporation,365,13,3.5616
Townsville,2010,Cloud9am,365,0,0.0
Townsville,2010,Cloud3pm,365,1,0.274
Townsville,2010,Pressure9am,365,0,0.0
Townsville,2010,Pressure3pm,365,0,0.0
Townsville,2010,WindDir9am,365,11,3.0137
Townsville,2010,WindGustDir,365,3,0.8219
Townsville,2010,WindGustSpeed,365,3,0.8219
Townsville,2011,Sunshine,335,0,0.0
Townsville,2011,Evaporation,335,11,3.2836
Townsville,2011,Cloud9am,335,0,0.0
Townsville,2011,Cloud3pm,335,1,0.2985
Townsville,2011,Pressure9am,335,0,0.0
Townsville,2011,Pressure3pm,335,0,0.0
Townsville,2011,WindDir9am,335,19,5.6716
Townsville,2011,WindGustDir,335,3,0.8955
Townsville,2011,WindGustSpeed,335,3,0.8955
Townsville,2012,Sunshine,335,0,0.0
Townsville,2012,Evaporation,335,7,2.0896
Townsville,2012,Cloud9am,335,0,0.0
Townsville,2012,Cloud3pm,335,7,2.0896
Townsville,2012,Pressure9am,335,0,0.0
Townsville,2012,Pressure3pm,335,0,0.0
Townsville,2012,WindDir9am,335,20,5.9701
Townsville,2012,WindGustDir,335,1,0.2985
Townsville,2012,WindGustSpeed,335,1,0.2985
Townsville,2013,Sunshine,337,0,0.0
Townsville,2013,Evaporation,337,5,1.4837
Townsville,2013,Cloud9am,337,0,0.0
Townsville,2013,Cloud3pm,337,5,1.4837
Townsville,2013,Pressure9am,337,0,0.0
Townsville,2013,Pressure3pm,337,0,0.0
Townsville,2013,WindDir9am,337,15,4.451
Townsville,2013,WindGustDir,337,0,0.0
Townsville,2013,WindGustSpeed,337,0,0.0
Townsville,2014,Sunshine,365,0,0.0
Townsville,2014,Evaporation,365,4,1.0959
Townsville,2014,Cloud9am,365,0,0.0
Townsville,2014,Cloud3pm,365,16,4.3836
Townsville,2014,Pressure9am,365,0,0.0
Townsville,2014,Pressure3pm,365,0,0.0
Townsville,2014,WindDir9am,365,8,2.1918
Townsville,2014,WindGustDir,365,2,0.5479
Townsville,2014,WindGustSpeed,365,2,0.5479
Townsville,2015,Sunshine,365,1,0.274
Townsville,2015,Evaporation,365,2,0.5479
Townsville,2015,Cloud9am,365,0,0.0
Townsville,2015,Cloud3pm,365,1,0.274
Townsville,2015,Pressure9am,365,0,0.0
Townsville,2015,Pressure3pm,365,0,0.0
Townsville,2015,WindDir9am,365,6,1.6438
Townsville,2015,WindGustDir,365,2,0.5479
Townsville,2015,WindGustSpeed,365,2,0.5479
Townsville,2016,Sunshine,366,246,67.2131
Townsville,2016,Evaporation,366,9,2.459
Townsville,2016,Cloud9am,366,96,26.2295
Townsville,2016,Cloud3pm,366,161,43.9891
Townsville,2016,Pressure9am,366,0,0.0
Townsville,2016,Pressure3pm,366,0,0.0
Townsville,2016,WindDir9am,366,17,4.6448
Townsville,2016,WindGustDir,366,9,2.459
Townsville,2016,WindGustSpeed,366,9,2.459
Townsville,2017,Sunshine,176,176,100.0
Townsville,2017,Evaporation,176,29,16.4773
Townsville,2017,Cloud9am,176,78,44.3182
Townsville,2017,Cloud3pm,176,85,48.2955
Townsville,2017,Pressure9am,176,0,0.0
Townsville,2017,Pressure3pm,176,0,0.0
Townsville,2017,WindDir9am,176,13,7.3864
Townsville,2017,WindGustDir,176,3,1.7045
Townsville,2017,WindGustSpeed,176,3,1.7045
Tuggeranong,2008,Sunshine,31,31,100.0
Tuggeranong,2008,Evaporation,31,31,100.0
Tuggeranong,2008,Cloud9am,31,31,100.0
Tuggeranong,2008,Cloud3pm,31,31,100.0
Tuggeranong,2008,Pressure9am,31,0,0.0
Tuggeranong,2008,Pressure3pm,31,0,0.0
Tuggeranong,2008,WindDir9am,31,1,3.2258
Tuggeranong,2008,WindGustDir,31,0,0.0
Tuggeranong,2008,WindGustSpeed,31,0,0.0
Tuggeranong,2009,Sunshine,365,365,100.0
Tuggeranong,2009,Evaporation,365,365,100.0
Tuggeranong,2009,Cloud9am,365,365,100.0
Tuggeranong,2009,Cloud3pm,365,365,100.0
Tuggeranong,2009,Pressure9am,365,2,0.5479
Tuggeranong,2009,Pressure3pm,365,1,0.274
Tuggeranong,2009,WindDir9am,365,73,20.0
Tuggeranong,2009,WindGustDir,365,2,0.5479
Tuggeranong,2009,WindGustSpeed,365,2,0.5479
Tuggeranong,2010,Sunshine,365,365,100.0
Tuggeranong,2010,Evaporation,365,365,100.0
Tuggeranong,2010,Cloud9am,365,365,100.0
Tuggeranong,2010,Cloud3pm,365,365,100.0
Tuggeranong,2010,Pressure9am,365,9,2.4658
Tuggeranong,2010,Pressure3pm,365,10,2.7397
Tuggeranong,2010,WindDir9am,365,93,25.4795
Tuggeranong,2010,WindGustDir,365,19,5.2055
Tuggeranong,2010,WindGustSpeed,365,19,5.2055
Tuggeranong,2011,Sunshine,335,335,100.0
Tuggeranong,2011,Evaporation,335,335,100.0
Tuggeranong,2011,Cloud9am,335,335,100.0
Tuggeranong,2011,Cloud3pm,335,335,100.0
Tuggeranong,2011,Pressure9am,335,0,0.0
Tuggeranong,2011,Pressure3pm,335,0,0.0
Tuggeranong,2011,WindDir9am,335,58,17.3134
Tuggeranong,2011,WindGustDir,335,0,0.0
Tuggeranong,2011,WindGustSpeed,335,0,0.0
Tuggeranong,2012,Sunshine,334,334,100.0
Tuggeranong,2012,Evaporation,334,334,100.0
Tuggeranong,2012,Cloud9am,334,334,100.0
Tuggeranong,2012,Cloud3pm,334,334,100.0
Tuggeranong,2012,Pressure9am,334,0,0.0
Tuggeranong,2012,Pressure3pm,334,0,0.0
Tuggeranong,2012,WindDir9am,334,74,22.1557
Tuggeranong,2012,WindGustDir,334,1,0.2994
Tuggeranong,2012,WindGustSpeed,334,1,0.2994
Tuggeranong,2013,Sunshine,337,337,100.0
Tuggeranong,2013,Evaporation,337,337,100.0
Tuggeranong,2013,Cloud9am,337,337,100.0
Tuggeranong,2013,Cloud3pm,337,337,100.0
Tuggeranong,2013,Pressure9am,337,3,0.8902
Tuggeranong,2013,Pressure3pm,337,0,0.0
Tuggeranong,2013,WindDir9am,337,67,19.8813
Tuggeranong,2013,WindGustDir,337,1,0.2967
Tuggeranong,2013,WindGustSpeed,337,1,0.2967
Tuggeranong,2014,Sunshine,365,365,100.0
Tuggeranong,2014,Evaporation,365,365,100.0
Tuggeranong,2014,Cloud9am,365,365,100.0
Tuggeranong,2014,Cloud3pm,365,365,100.0
Tuggeranong,2014,Pressure9am,365,1,0.274
Tuggeranong,2014,Pressure3pm,365,0,0.0
Tuggeranong,2014,WindDir9am,365,77,21.0959
Tuggeranong,2014,WindGustDir,365,5,1.3699
Tuggeranong,2014,WindGustSpeed,365,5,1.3699
Tuggeranong,2015,Sunshine,365,365,100.0
Tuggeranong,2015,Evaporation,365,365,100.0
Tuggeranong,2015,Cloud9am,365,365,100.0
Tuggeranong,2015,Cloud3pm,365,365,100.0
Tuggeranong,2015,Pressure9am,365,0,0.0
Tuggeranong,2015,Pressure3pm,365,0,0.0
Tuggeranong,2015,WindDir9am,365,74,20.274
Tuggeranong,2015,WindGustDir,365,4,1.0959
Tuggeranong,2015,WindGustSpeed,365,4,1.0959
Tuggeranong,2016,Sunshine,366,366,100.0
Tuggeranong,2016,Evaporation,366,366,100.0
Tuggeranong,2016,Cloud9am,366,366,100.0
Tuggeranong,2016,Cloud3pm,366,366,100.0
Tuggeranong,2016,Pressure9am,366,0,0.0
Tuggeranong,2016,Pressure3pm,366,0,0.0
Tuggeranong,2016,WindDir9am,366,82,22.4044
Tuggeranong,2016,WindGustDir,366,8,2.1858
Tuggeranong,2016,WindGustSpeed,366,8,2.1858
Tuggeranong,2017,Sunshine,176,176,100.0
Tuggeranong,2017,Evaporation,176,176,100.0
Tuggeranong,2017,Cloud9am,176,176,100.0
Tuggeranong,2017,Cloud3pm,176,176,100.0
Tuggeranong,2017,Pressure9am,176,0,0.0
Tuggeranong,2017,Pressure3pm,176,0,0.0
Tuggeranong,2017,WindDir9am,176,46,26.1364
Tuggeranong,2017,WindGustDir,176,2,1.1364
Tuggeranong,2017,WindGustSpeed,176,2,1.1364
Uluru,2013,Sunshine,306,306,100.0
Uluru,2013,Evaporation,306,306,100.0
Uluru,2013,Cloud9am,306,306,100.0
Uluru,2013,Cloud3pm,306,306,100.0
Uluru,2013,Pressure9am,306,1,0.3268
Uluru,2013,Pressure3pm,306,0,0.0
Uluru,2013,WindDir9am,306,7,2.2876
Uluru,2013,WindGustDir,306,1,0.3268
Uluru,2013,WindGustSpeed,306,1,0.3268
Uluru,2014,Sunshine,365,365,100.0
Uluru,2014,Evaporation,365,365,100.0
Uluru,2014,Cloud9am,365,314,86.0274
Uluru,2014,Cloud3pm,365,307,84.1096
Uluru,2014,Pressure9am,365,8,2.1918
Uluru,2014,Pressure3pm,365,4,1.0959
Uluru,2014,WindDir9am,365,18,4.9315
Uluru,2014,WindGustDir,365,17,4.6575
Uluru,2014,WindGustSpeed,365,17,4.6575
Uluru,2015,Sunshine,365,365,100.0
Uluru,2015,Evaporation,365,365,100.0
Uluru,2015,Cloud9am,365,261,71.5068
Uluru,2015,Cloud3pm,365,214,58.6301
Uluru,2015,Pressure9am,365,0,0.0
Uluru,2015,Pressure3pm,365,0,0.0
Uluru,2015,WindDir9am,365,7,1.9178
Uluru,2015,WindGustDir,365,3,0.8219
Uluru,2015,WindGustSpeed,365,3,0.8219
Uluru,2016,Sunshine,366,366,100.0
Uluru,2016,Evaporation,366,366,100.0
Uluru,2016,Cloud9am,366,221,60.3825
Uluru,2016,Cloud3pm,366,217,59.2896
Uluru,2016,Pressure9am,366,1,0.2732
Uluru,2016,Pressure3pm,366,0,0.0
Uluru,2016,WindDir9am,366,31,8.4699
Uluru,2016,WindGustDir,366,30,8.1967
Uluru,2016,WindGustSpeed,366,30,8.1967
Uluru,2017,Sunshine,176,176,100.0
Uluru,2017,Evaporation,176,176,100.0
