Location,Year,Feature,Record count,Missing count,Missing percentage
Mildura,2017,Pressure9am,176,0,0.0
Mildura,2017,Pressure3pm,176,0,0.0
Mildura,2017,WindDir9am,176,13,7.3864
Mildura,2017,WindGustDir,176,1,0.5682
Mildura,2017,WindGustSpeed,176,1,0.5682
Moree,2009,Sunshine,365,0,0.0
Moree,2009,Evaporation,365,0,0.0
Moree,2009,Cloud9am,365,0,0.0
Moree,2009,Cloud3pm,365,1,0.274
Moree,2009,Pressure9am,365,0,0.0
Moree,2009,Pressure3pm,365,0,0.0
Moree,2009,WindDir9am,365,11,3.0137
Moree,2009,WindGustDir,365,1,0.274
Moree,2009,WindGustSpeed,365,1,0.274
Moree,2010,Sunshine,365,0,0.0
Moree,2010,Evaporation,365,3,0.8219
Moree,2010,Cloud9am,365,0,0.0
Moree,2010,Cloud3pm,365,3,0.8219
Moree,2010,Pressure9am,365,0,0.0
Moree,2010,Pressure3pm,365,0,0.0
Moree,2010,WindDir9am,365,9,2.4658
Moree,2010,WindGustDir,365,13,3.5616
Moree,2010,WindGustSpeed,365,12,3.2877
Moree,2011,Sunshine,335,32,9.5522
Moree,2011,Evaporation,335,20,5.9701
Moree,2011,Cloud9am,335,13,3.8806
Moree,2011,Cloud3pm,335,13,3.8806
Moree,2011,Pressure9am,335,0,0.0
Moree,2011,Pressure3pm,335,0,0.0
Moree,2011,WindDir9am,335,5,1.4925
Moree,2011,WindGustDir,335,4,1.194
Moree,2011,WindGustSpeed,335,4,1.194
Moree,2012,Sunshine,335,40,11.9403
Moree,2012,Evaporation,335,24,7.1642
Moree,2012,Cloud9am,335,20,5.9701
Moree,2012,Cloud3pm,335,16,4.7761
Moree,2012,Pressure9am,335,0,0.0
Moree,2012,Pressure3pm,335,1,0.2985
Moree,2012,WindDir9am,335,14,4.1791
Moree,2012,WindGustDir,335,12,3.5821
Moree,2012,WindGustSpeed,335,12,3.5821
Moree,2013,Sunshine,337,15,4.451
Moree,2013,Evaporation,337,10,2.9674
Moree,2013,Cloud9am,337,6,1.7804
Moree,2013,Cloud3pm,337,10,2.9674
Moree,2013,Pressure9am,337,0,0.0
Moree,2013,Pressure3pm,337,0,0.0
Moree,2013,WindDir9am,337,14,4.1543
Moree,2013,WindGustDir,337,10,2.9674
Moree,2013,WindGustSpeed,337,10,2.9674
Moree,2014,Sunshine,365,169,46.3014
Moree,2014,Evaporation,365,119,32.6027
Moree,2014,Cloud9am,365,87,23.8356
Moree,2014,Cloud3pm,365,66,18.0822
Moree,2014,Pressure9am,365,0,0.0
Moree,2014,Pressure3pm,365,0,0.0
Moree,2014,WindDir9am,365,10,2.7397
Moree,2014,WindGustDir,365,3,0.8219
Moree,2014,WindGustSpeed,365,3,0.8219
Moree,2015,Sunshine,365,205,56.1644
Moree,2015,Evaporation,365,146,40.0
Moree,2015,Cloud9am,365,102,27.9452
Moree,2015,Cloud3pm,365,75,20.5479
Moree,2015,Pressure9am,365,0,0.0
Moree,2015,Pressure3pm,365,0,0.0
Moree,2015,WindDir9am,365,14,3.8356
Moree,2015,WindGustDir,365,6,1.6438
Moree,2015,WindGustSpeed,365,6,1.6438
Moree,2016,Sunshine,366,317,86.612
Moree,2016,Evaporation,366,219,59.8361
Moree,2016,Cloud9am,366,185,50.5464
Moree,2016,Cloud3pm,366,135,36.8852
Moree,2016,Pressure9am,366,0,0.0
Moree,2016,Pressure3pm,366,0,0.0
Moree,2016,WindDir9am,366,29,7.9235
Moree,2016,WindGustDir,366,29,7.9235
Moree,2016,WindGustSpeed,366,29,7.9235
Moree,2017,Sunshine,176,176,100.0
Moree,2017,Evaporation,176,176,100.0
Moree,2017,Cloud9am,176,125,71.0227
Moree,2017,Cloud3pm,176,85,48.2955
Moree,2017,Pressure9am,176,0,0.0
Moree,2017,Pressure3pm,176,0,0.0
Moree,2017,WindDir9am,176,2,1.1364
Moree,2017,WindGustDir,176,0,0.0
Moree,2017,WindGustSpeed,176,0,0.0
MountGambier,2008,Sunshine,31,0,0.0
MountGambier,2008,Evaporation,31,1,3.2258
MountGambier,2008,Cloud9am,31,0,0.0
MountGambier,2008,Cloud3pm,31,0,0.0
MountGambier,2008,Pressure9am,31,0,0.0
MountGambier,2008,Pressure3pm,31,0,0.0
MountGambier,2008,WindDir9am,31,1,3.2258
MountGambier,2008,WindGustDir,31,0,0.0
MountGambier,2008,WindGustSpeed,31,0,0.0
MountGambier,2009,Sunshine,365,0,0.0
MountGambier,2009,Evaporation,365,0,0.0
MountGambier,2009,Cloud9am,365,0,0.0
MountGambier,2009,Cloud3pm,365,1,0.274
MountGambier,2009,Pressure9am,365,0,0.0
MountGambier,2009,Pressure3pm,365,0,0.0
MountGambier,2009,WindDir9am,365,13,3.5616
MountGambier,2009,WindGustDir,365,2,0.5479
MountGambier,2009,WindGustSpeed,365,2,0.5479
MountGambier,2010,Sunshine,365,0,0.0
MountGambier,2010,Evaporation,365,0,0.0
MountGambier,2010,Cloud9am,365,0,0.0
MountGambier,2010,Cloud3pm,365,1,0.274
MountGambier,2010,Pressure9am,365,0,0.0
MountGambier,2010,Pressure3pm,365,0,0.0
MountGambier,2010,WindDir9am,365,14,3.8356
MountGambier,2010,WindGustDir,365,1,0.274
MountGambier,2010,WindGustSpeed,365,1,0.274
MountGambier,2011,Sunshine,335,4,1.194
MountGambier,2011,Evaporation,335,7,2.0896
MountGambier,2011,Cloud9am,335,2,0.597
MountGambier,2011,Cloud3pm,335,4,1.194
MountGambier,2011,Pressure9am,335,0,0.0
MountGambier,2011,Pressure3pm,335,2,0.597
MountGambier,2011,WindDir9am,335,9,2.6866
MountGambier,2011,WindGustDir,335,2,0.597
MountGambier,2011,WindGustSpeed,335,2,0.597
MountGambier,2012,Sunshine,335,4,1.194
MountGambier,2012,Evaporation,335,2,0.597
MountGambier,2012,Cloud9am,335,1,0.2985
MountGambier,2012,Cloud3pm,335,4,1.194
MountGambier,2012,Pressure9am,335,0,0.0
MountGambier,2012,Pressure3pm,335,0,0.0
MountGambier,2012,WindDir9am,335,6,1.791
MountGambier,2012,WindGustDir,335,5,1.4925
MountGambier,2012,WindGustSpeed,335,5,1.4925
MountGambier,2013,Sunshine,337,2,0.5935
MountGambier,2013,Evaporation,337,2,0.5935
MountGambier,2013,Cloud9am,337,2,0.5935
MountGambier,2013,Cloud3pm,337,4,1.1869
MountGambier,2013,Pressure9am,337,1,0.2967
MountGambier,2013,Pressure3pm,337,1,0.2967
MountGambier,2013,WindDir9am,337,6,1.7804
MountGambier,2013,WindGustDir,337,2,0.5935
MountGambier,2013,WindGustSpeed,337,2,0.5935
MountGambier,2014,Sunshine,365,4,1.0959
MountGambier,2014,Evaporation,365,2,0.5479
MountGambier,2014,Cloud9am,365,0,0.0
MountGambier,2014,Cloud3pm,365,1,0.274
MountGambier,2014,Pressure9am,365,0,0.0
MountGambier,2014,Pressure3pm,365,1,0.274
MountGambier,2014,WindDir9am,365,15,4.1096
MountGambier,2014,WindGustDir,365,19,5.2055
MountGambier,2014,WindGustSpeed,365,18,4.9315
MountGambier,2015,Sunshine,365,0,0.0
MountGambier,2015,Evaporation,365,2,0.5479
MountGambier,2015,Cloud9am,365,2,0.5479
MountGambier,2015,Cloud3pm,365,6,1.6438
MountGambier,2015,Pressure9am,365,0,0.0
MountGambier,2015,Pressure3pm,365,0,0.0
MountGambier,2015,WindDir9am,365,5,1.3699
MountGambier,2015,WindGustDir,365,0,0.0
MountGambier,2015,WindGustSpeed,365,0,0.0
MountGambier,2016,Sunshine,366,253,69.1257
MountGambier,2016,Evaporation,366,218,59.5628
MountGambier,2016,Cloud9am,366,54,14.7541
MountGambier,2016,Cloud3pm,366,39,10.6557
MountGambier,2016,Pressure9am,366,0,0.0
MountGambier,2016,Pressure3pm,366,1,0.2732
MountGambier,2016,WindDir9am,366,7,1.9126
MountGambier,2016,WindGustDir,366,10,2.7322
MountGambier,2016,WindGustSpeed,366,10,2.7322
MountGambier,2017,Sunshine,176,176,100.0
MountGambier,2017,Evaporation,176,176,100.0
MountGambier,2017,Cloud9am,176,49,27.8409
MountGambier,2017,Cloud3pm,176,50,28.4091
MountGambier,2017,Pressure9am,176,1,0.5682
MountGambier,2017,Pressure3pm,176,0,0.0
MountGambier,2017,WindDir9am,176,8,4.5455
MountGambier,2017,WindGustDir,176,12,6.8182
MountGambier,2017,WindGustSpeed,176,12,6.8182
MountGinini,2008,Sunshine,31,31,100.0
MountGinini,2008,Evaporation,31,31,100.0
MountGinini,2008,Cloud9am,31,31,100.0
MountGinini,2008,Cloud3pm,31,31,100.0
MountGinini,2008,Pressure9am,31,31,100.0
MountGinini,2008,Pressure3pm,31,31,100.0
MountGinini,2008,WindDir9am,31,12,38.7097
MountGinini,2008,WindGustDir,31,31,100.0
MountGinini,2008,WindGustSpeed,31,31,100.0
MountGinini,2009,Sunshine,365,365,100.0
MountGinini,2009,Evaporation,365,365,100.0
MountGinini,2009,Cloud9am,365,365,100.0
MountGinini,2009,Cloud3pm,365,365,100.0
MountGinini,2009,Pressure9am,365,365,100.0
MountGinini,2009,Pressure3pm,365,365,100.0
MountGinini,2009,WindDir9am,365,92,25.2055
MountGinini,2009,WindGustDir,365,163,44.6575
MountGinini,2009,WindGustSpeed,365,163,44.6575
MountGinini,2010,Sunshine,365,365,100.0
MountGinini,2010,Evaporation,365,365,100.0
MountGinini,2010,Cloud9am,365,365,100.0
MountGinini,2010,Cloud3pm,365,365,100.0
MountGinini,2010,Pressure9am,365,365,100.0
MountGinini,2010,Pressure3pm,365,365,100.0
MountGinini,2010,WindDir9am,365,94,25.7534
MountGinini,2010,WindGustDir,365,87,23.8356
MountGinini,2010,WindGustSpeed,365,87,23.8356
MountGinini,2011,Sunshine,335,335,100.0
MountGinini,2011,Evaporation,335,335,100.0
MountGinini,2011,Cloud9am,335,335,100.0
MountGinini,2011,Cloud3pm,335,335,100.0
MountGinini,2011,Pressure9am,335,335,100.0
MountGinini,2011,Pressure3pm,335,335,100.0
MountGinini,2011,WindDir9am,335,14,4.1791
MountGinini,2011,WindGustDir,335,9,2.6866
MountGinini,2011,WindGustSpeed,335,9,2.6866
MountGinini,2012,Sunshine,335,335,100.0
MountGinini,2012,Evaporation,335,335,100.0
MountGinini,2012,Cloud9am,335,335,100.0
MountGinini,2012,Cloud3pm,335,335,100.0
MountGinini,2012,Pressure9am,335,335,100.0
MountGinini,2012,Pressure3pm,335,335,100.0
MountGinini,2012,WindDir9am,335,22,6.5672
MountGinini,2012,WindGustDir,335,19,5.6716
MountGinini,2012,WindGustSpeed,335,19,5.6716
MountGinini,2013,Sunshine,337,337,100.0
MountGinini,2013,Evaporation,337,337,100.0
MountGinini,2013,Cloud9am,337,337,100.0
MountGinini,2013,Cloud3pm,337,337,100.0
MountGinini,2013,Pressure9am,337,337,100.0
MountGinini,2013,Pressure3pm,337,337,100.0
MountGinini,2013,WindDir9am,337,5,1.4837
MountGinini,2013,WindGustDir,337,3,0.8902
MountGinini,2013,WindGustSpeed,337,3,0.8902
MountGinini,2014,Sunshine,365,365,100.0
MountGinini,2014,Evaporation,365,365,100.0
MountGinini,2014,Cloud9am,365,365,100.0
MountGinini,2014,Cloud3pm,365,365,100.0
MountGinini,2014,Pressure9am,365,365,100.0
MountGinini,2014,Pressure3pm,365,365,100.0
MountGinini,2014,WindDir9am,365,9,2.4658
MountGinini,2014,WindGustDir,365,5,1.3699
MountGinini,2014,WindGustSpeed,365,5,1.3699
MountGinini,2015,Sunshine,365,365,100.0
MountGinini,2015,Evaporation,365,365,100.0
MountGinini,2015,Cloud9am,365,365,100.0
MountGinini,2015,Cloud3pm,365,365,100.0
MountGinini,2015,Pressure9am,365,365,100.0
MountGinini,2015,Pressure3pm,365,365,100.0
MountGinini,2015,WindDir9am,365,0,0.0
MountGinini,2015,WindGustDir,365,0,0.0
MountGinini,2015,WindGustSpeed,365,0,0.0
MountGinini,2016,Sunshine,366,366,100.0
MountGinini,2016,Evaporation,366,366,100.0
MountGinini,2016,Cloud9am,366,366,100.0
MountGinini,2016,Cloud3pm,366,366,100.0
MountGinini,2016,Pressure9am,366,366,100.0
MountGinini,2016,Pressure3pm,366,366,100.0
MountGinini,2016,WindDir9am,366,1,0.2732
MountGinini,2016,WindGustDir,366,1,0.2732
MountGinini,2016,WindGustSpeed,366,1,0.2732
MountGinini,2017,Sunshine,176,176,100.0
MountGinini,2017,Evaporation,176,176,100.0
MountGinini,2017,Cloud9am,176,176,100.0
MountGinini,2017,Cloud3pm,176,176,100.0
MountGinini,2017,Pressure9am,176,176,100.0
MountGinini,2017,Pressure3pm,176,176,100.0
MountGinini,2017,WindDir9am,176,1,0.5682
MountGinini,2017,WindGustDir,176,1,0.5682
MountGinini,2017,WindGustSpeed,176,1,0.5682
Newcastle,2008,Sunshine,31,31,100.0
Newcastle,2008,Evaporation,31,31,100.0
Newcastle,2008,Cloud9am,31,3,9.6774
Newcastle,2008,Cloud3pm,31,4,12.9032
Newcastle,2008,Pressure9am,31,31,100.0
Newcastle,2008,Pressure3pm,31,31,100.0
Newcastle,2008,WindDir9am,31,10,32.2581
Newcastle,2008,WindGustDir,31,31,100.0
Newcastle,2008,WindGustSpeed,31,31,100.0
Newcastle,2009,Sunshine,365,365,100.0
Newcastle,2009,Evaporation,365,365,100.0
Newcastle,2009,Cloud9am,365,22,6.0274
Newcastle,2009,Cloud3pm,365,35,9.589
Newcastle,2009,Pressure9am,365,365,100.0
Newcastle,2009,Pressure3pm,365,365,100.0
Newcastle,2009,WindDir9am,365,152,41.6438
Newcastle,2009,WindGustDir,365,365,100.0
Newcastle,2009,WindGustSpeed,365,365,100.0
Newcastle,2010,Sunshine,365,365,100.0
Newcastle,2010,Evaporation,365,365,100.0
Newcastle,2010,Cloud9am,365,36,9.863
Newcastle,2010,Cloud3pm,365,50,13.6986
Newcastle,2010,Pressure9am,365,365,100.0
Newcastle,2010,Pressure3pm,365,365,100.0
Newcastle,2010,WindDir9am,365,158,43.2877
Newcastle,2010,WindGustDir,365,365,100.0
Newcastle,2010,WindGustSpeed,365,365,100.0
Newcastle,2011,Sunshine,335,335,100.0
Newcastle,2011,Evaporation,335,335,100.0
Newcastle,2011,Cloud9am,335,25,7.4627
Newcastle,2011,Cloud3pm,335,36,10.7463
Newcastle,2011,Pressure9am,335,335,100.0
Newcastle,2011,Pressure3pm,335,335,100.0
Newcastle,2011,WindDir9am,335,138,41.194
Newcastle,2011,WindGustDir,335,335,100.0
Newcastle,2011,WindGustSpeed,335,335,100.0
Newcastle,2012,Sunshine,335,335,100.0
Newcastle,2012,Evaporation,335,335,100.0
Newcastle,2012,Cloud9am,335,31,9.2537
Newcastle,2012,Cloud3pm,335,44,13.1343
Newcastle,2012,Pressure9am,335,335,100.0
Newcastle,2012,Pressure3pm,335,335,100.0
Newcastle,2012,WindDir9am,335,162,48.3582
Newcastle,2012,WindGustDir,335,335,100.0
Newcastle,2012,WindGustSpeed,335,335,100.0
Newcastle,2013,Sunshine,337,337,100.0
Newcastle,2013,Evaporation,337,337,100.0
Newcastle,2013,Cloud9am,337,27,8.0119
Newcastle,2013,Cloud3pm,337,31,9.1988
Newcastle,2013,Pressure9am,337,337,100.0
Newcastle,2013,Pressure3pm,337,337,100.0
Newcastle,2013,WindDir9am,337,167,49.5549
Newcastle,2013,WindGustDir,337,337,100.0
Newcastle,2013,WindGustSpeed,337,337,100.0
Newcastle,2014,Sunshine,365,365,100.0
Newcastle,2014,Evaporation,365,365,100.0
Newcastle,2014,Cloud9am,365,21,5.7534
Newcastle,2014,Cloud3pm,365,26,7.1233
Newcastle,2014,Pressure9am,365,365,100.0
Newcastle,2014,Pressure3pm,365,365,100.0
Newcastle,2014,WindDir9am,365,179,49.0411
Newcastle,2014,WindGustDir,365,365,100.0
Newcastle,2014,WindGustSpeed,365,365,100.0
Newcastle,2015,Sunshine,365,365,100.0
Newcastle,2015,Evaporation,365,365,100.0
Newcastle,2015,Cloud9am,365,22,6.0274
Newcastle,2015,Cloud3pm,365,166,45.4795
Newcastle,2015,Pressure9am,365,365,100.0
Newcastle,2015,Pressure3pm,365,365,100.0
Newcastle,2015,WindDir9am,365,189,51.7808
Newcastle,2015,WindGustDir,365,365,100.0
Newcastle,2015,WindGustSpeed,365,365,100.0
Newcastle,2016,Sunshine,366,366,100.0
Newcastle,2016,Evaporation,366,366,100.0
Newcastle,2016,Cloud9am,366,34,9.2896
Newcastle,2016,Cloud3pm,366,366,100.0
Newcastle,2016,Pressure9am,366,366,100.0
Newcastle,2016,Pressure3pm,366,366,100.0
Newcastle,2016,WindDir9am,366,186,50.8197
Newcastle,2016,WindGustDir,366,366,100.0
Newcastle,2016,WindGustSpeed,366,366,100.0
Newcastle,2017,Sunshine,175,175,100.0
Newcastle,2017,Evaporation,175,175,100.0
Newcastle,2017,Cloud9am,175,20,11.4286
Newcastle,2017,Cloud3pm,175,175,100.0
Newcastle,2017,Pressure9am,175,175,100.0
Newcastle,2017,Pressure3pm,175,175,100.0
Newcastle,2017,WindDir9am,175,80,45.7143
Newcastle,2017,WindGustDir,175,175,100.0
Newcastle,2017,WindGustSpeed,175,175,100.0
Nhil,2013,Sunshine,306,306,100.0
Nhil,2013,Evaporation,306,306,100.0
Nhil,2013,Cloud9am,306,306,100.0
Nhil,2013,Cloud3pm,306,306,100.0
Nhil,2013,Pressure9am,306,0,0.0
Nhil,2013,Pressure3pm,306,0,0.0
Nhil,2013,WindDir9am,306,10,3.268
Nhil,2013,WindGustDir,306,0,0.0
Nhil,2013,WindGustSpeed,306,0,0.0
Nhil,2014,Sunshine,365,365,100.0
Nhil,2014,Evaporation,365,365,100.0
Nhil,2014,Cloud9am,365,365,100.0
Nhil,2014,Cloud3pm,365,365,100.0
Nhil,2014,Pressure9am,365,5,1.3699
Nhil,2014,Pressure3pm,365,5,1.3699
Nhil,2014,WindDir9am,365,20,5.4795
Nhil,2014,WindGustDir,365,8,2.1918
Nhil,2014,WindGustSpeed,365,8,2.1918
Nhil,2015,Sunshine,365,365,100.0
Nhil,2015,Evaporation,365,365,100.0
Nhil,2015,Cloud9am,365,365,100.0
Nhil,2015,Cloud3pm,365,365,100.0
Nhil,2015,Pressure9am,365,0,0.0
Nhil,2015,Pressure3pm,365,0,0.0
Nhil,2015,WindDir9am,365,7,1.9178
Nhil,2015,WindGustDir,365,1,0.274
Nhil,2015,WindGustSpeed,365,1,0.274
Nhil,2016,Sunshine,366,366,100.0
Nhil,2016,Evaporation,366,366,100.0
Nhil,2016,Cloud9am,366,366,100.0
Nhil,2016,Cloud3pm,366,366,100.0
Nhil,2016,Pressure9am,366,0,0.0
Nhil,2016,Pressure3pm,366,0,0.0
Nhil,2016,WindDir9am,366,8,2.1858
Nhil,2016,WindGustDir,366,1,0.2732
Nhil,2016,WindGustSpeed,366,1,0.2732
Nhil,2017,Sunshine,176,176,100.0
Nhil,2017,Evaporation,176,176,100.0
Nhil,2017,Cloud9am,176,176,100.0
Nhil,2017,Cloud3pm,176,176,100.0
Nhil,2017,Pressure9am,176,0,0.0
Nhil,2017,Pressure3pm,176,0,0.0
Nhil,2017,WindDir9am,176,5,2.8409
Nhil,2017,WindGustDir,176,1,0.5682
Nhil,2017,WindGustSpeed,176,1,0.5682
NorahHead,2009,Sunshine,365,365,100.0
NorahHead,2009,Evaporation,365,365,100.0
NorahHead,2009,Cloud9am,365,365,100.0
NorahHead,2009,Cloud3pm,365,365,100.0
NorahHead,2009,Pressure9am,365,15,4.1096
NorahHead,2009,Pressure3pm,365,11,3.0137
NorahHead,2009,WindDir9am,365,16,4.3836
NorahHead,2009,WindGustDir,365,18,4.9315
NorahHead,2009,WindGustSpeed,365,18,4.9315
NorahHead,2010,Sunshine,365,365,100.0
NorahHead,2010,Evaporation,365,365,100.0
NorahHead,2010,Cloud9am,365,365,100.0
NorahHead,2010,Cloud3pm,365,365,100.0
NorahHead,2010,Pressure9am,365,9,2.4658
NorahHead,2010,Pressure3pm,365,7,1.9178
NorahHead,2010,WindDir9am,365,23,6.3014
NorahHead,2010,WindGustDir,365,16,4.3836
NorahHead,2010,WindGustSpeed,365,16,4.3836
NorahHead,2011,Sunshine,335,335,100.0
NorahHead,2011,Evaporation,335,335,100.0
NorahHead,2011,Cloud9am,335,335,100.0
NorahHead,2011,Cloud3pm,335,335,100.0
NorahHead,2011,Pressure9am,335,0,0.0
NorahHead,2011,Pressure3pm,335,1,0.2985
NorahHead,2011,WindDir9am,335,4,1.194
NorahHead,2011,WindGustDir,335,3,0.8955
NorahHead,2011,WindGustSpeed,335,3,0.8955
NorahHead,2012,Sunshine,335,335,100.0
NorahHead,2012,Evaporation,335,335,100.0
NorahHead,2012,Cloud9am,335,335,100.0
NorahHead,2012,Cloud3pm,335,335,100.0
NorahHead,2012,Pressure9am,335,0,0.0
NorahHead,2012,Pressure3pm,335,0,0.0
NorahHead,2012,WindDir9am,335,10,2.9851
NorahHead,2012,WindGustDir,335,1,0.2985
NorahHead,2012,WindGustSpeed,335,1,0.2985
NorahHead,2013,Sunshine,332,332,100.0
NorahHead,2013,Evaporation,332,332,100.0
NorahHead,2013,Cloud9am,332,332,100.0
NorahHead,2013,Cloud3pm,332,332,100.0
NorahHead,2013,Pressure9am,332,3,0.9036
NorahHead,2013,Pressure3pm,332,2,0.6024
NorahHead,2013,WindDir9am,332,14,4.2169
NorahHead,2013,WindGustDir,332,5,1.506
NorahHead,2013,WindGustSpeed,332,5,1.506
NorahHead,2014,Sunshine,365,365,100.0
NorahHead,2014,Evaporation,365,365,100.0
NorahHead,2014,Cloud9am,365,365,100.0
NorahHead,2014,Cloud3pm,365,365,100.0
NorahHead,2014,Pressure9am,365,6,1.6438
NorahHead,2014,Pressure3pm,365,5,1.3699
NorahHead,2014,WindDir9am,365,19,5.2055
NorahHead,2014,WindGustDir,365,7,1.9178
NorahHead,2014,WindGustSpeed,365,7,1.9178
NorahHead,2015,Sunshine,365,365,100.0
NorahHead,2015,Evaporation,365,365,100.0
NorahHead,2015,Cloud9am,365,365,100.0
NorahHead,2015,Cloud3pm,365,365,100.0
NorahHead,2015,Pressure9am,365,1,0.274
NorahHead,2015,Pressure3pm,365,0,0.0
NorahHead,2015,WindDir9am,365,9,2.4658
NorahHead,2015,WindGustDir,365,3,0.8219
NorahHead,2015,WindGustSpeed,365,3,0.8219
NorahHead,2016,Sunshine,366,366,100.0
NorahHead,2016,Evaporation,366,366,100.0
NorahHead,2016,Cloud9am,366,366,100.0
NorahHead,2016,Cloud3pm,366,366,100.0
NorahHead,2016,Pressure9am,366,0,0.0
NorahHead,2016,Pressure3pm,366,0,0.0
NorahHead,2016,WindDir9am,366,3,0.8197
NorahHead,2016,WindGustDir,366,1,0.2732
NorahHead,2016,WindGustSpeed,366,1,0.2732
NorahHead,2017,Sunshine,176,176,100.0
NorahHead,2017,Evaporation,176,176,100.0
NorahHead,2017,Cloud9am,176,176,100.0
NorahHead,2017,Cloud3pm,176,176,100.0
NorahHead,2017,Pressure9am,176,0,0.0
NorahHead,2017,Pressure3pm,176,0,0.0
NorahHead,2017,WindDir9am,176,9,5.1136
NorahHead,2017,WindGustDir,176,0,0.0
NorahHead,2017,WindGustSpeed,176,0,0.0
NorfolkIsland,2009,Sunshine,365,1,0.274
NorfolkIsland,2009,Evaporation,365,2,0.5479
NorfolkIsland,2009,Cloud9am,365,1,0.274
NorfolkIsland,2009,Cloud3pm,365,0,0.0
NorfolkIsland,2009,Pressure9am,365,1,0.274
NorfolkIsland,2009,Pressure3pm,365,0,0.0
NorfolkIsland,2009,WindDir9am,365,8,2.1918
NorfolkIsland,2009,WindGustDir,365,3,0.8219
NorfolkIsland,2009,WindGustSpeed,365,2,0.5479
NorfolkIsland,2010,Sunshine,365,2,0.5479
NorfolkIsland,2010,Evaporation,365,1,0.274
NorfolkIsland,2010,Cloud9am,365,0,0.0
NorfolkIsland,2010,Cloud3pm,365,0,0.0
NorfolkIsland,2010,Pressure9am,365,1,0.274
NorfolkIsland,2010,Pressure3pm,365,0,0.0
NorfolkIsland,2010,WindDir9am,365,2,0.5479
NorfolkIsland,2010,WindGustDir,365,0,0.0
NorfolkIsland,2010,WindGustSpeed,365,0,0.0
NorfolkIsland,2011,Sunshine,335,2,0.597
NorfolkIsland,2011,Evaporation,335,8,2.3881
NorfolkIsland,2011,Cloud9am,335,1,0.2985
NorfolkIsland,2011,Cloud3pm,335,0,0.0
NorfolkIsland,2011,Pressure9am,335,1,0.2985
NorfolkIsland,2011,Pressure3pm,335,0,0.0
NorfolkIsland,2011,WindDir9am,335,2,0.597
NorfolkIsland,2011,WindGustDir,335,4,1.194
NorfolkIsland,2011,WindGustSpeed,335,4,1.194
NorfolkIsland,2012,Sunshine,335,2,0.597
NorfolkIsland,2012,Evaporation,335,7,2.0896
NorfolkIsland,2012,Cloud9am,335,1,0.2985
NorfolkIsland,2012,Cloud3pm,335,0,0.0
NorfolkIsland,2012,Pressure9am,335,0,0.0
NorfolkIsland,2012,Pressure3pm,335,0,0.0
NorfolkIsland,2012,WindDir9am,335,3,0.8955
NorfolkIsland,2012,WindGustDir,335,8,2.3881
NorfolkIsland,2012,WindGustSpeed,335,8,2.3881
NorfolkIsland,2013,Sunshine,337,0,0.0
NorfolkIsland,2013,Evaporation,337,7,2.0772
NorfolkIsland,2013,Cloud9am,337,0,0.0
NorfolkIsland,2013,Cloud3pm,337,2,0.5935
NorfolkIsland,2013,Pressure9am,337,0,0.0
NorfolkIsland,2013,Pressure3pm,337,0,0.0
NorfolkIsland,2013,WindDir9am,337,2,0.5935
NorfolkIsland,2013,WindGustDir,337,10,2.9674
NorfolkIsland,2013,WindGustSpeed,337,10,2.9674
NorfolkIsland,2014,Sunshine,365,0,0.0
NorfolkIsland,2014,Evaporation,365,3,0.8219
NorfolkIsland,2014,Cloud9am,365,1,0.274
NorfolkIsland,2014,Cloud3pm,365,1,0.274
NorfolkIsland,2014,Pressure9am,365,1,0.274
NorfolkIsland,2014,Pressure3pm,365,0,0.0
NorfolkIsland,2014,WindDir9am,365,7,1.9178
NorfolkIsland,2014,WindGustDir,365,0,0.0
NorfolkIsland,2014,WindGustSpeed,365,0,0.0
NorfolkIsland,2015,Sunshine,365,2,0.5479
NorfolkIsland,2015,Evaporation,365,5,1.3699
NorfolkIsland,2015,Cloud9am,365,1,0.274
NorfolkIsland,2015,Cloud3pm,365,8,2.1918
NorfolkIsland,2015,Pressure9am,365,2,0.5479
NorfolkIsland,2015,Pressure3pm,365,2,0.5479
NorfolkIsland,2015,WindDir9am,365,3,0.8219
NorfolkIsland,2015,WindGustDir,365,7,1.9178
NorfolkIsland,2015,WindGustSpeed,365,7,1.9178
NorfolkIsland,2016,Sunshine,366,254,69.3989
NorfolkIsland,2016,Evaporation,366,87,23.7705
NorfolkIsland,2016,Cloud9am,366,38,10.3825
NorfolkIsland,2016,Cloud3pm,366,31,8.4699
NorfolkIsland,2016,Pressure9am,366,2,0.5464
NorfolkIsland,2016,Pressure3pm,366,0,0.0
NorfolkIsland,2016,WindDir9am,366,4,1.0929
NorfolkIsland,2016,WindGustDir,366,10,2.7322
NorfolkIsland,2016,WindGustSpeed,366,10,2.7322
NorfolkIsland,2017,Sunshine,176,176,100.0
NorfolkIsland,2017,Evaporation,176,114,64.7727
NorfolkIsland,2017,Cloud9am,176,23,13.0682
NorfolkIsland,2017,Cloud3pm,176,19,10.7955
NorfolkIsland,2017,Pressure9am,176,0,0.0
NorfolkIsland,2017,Pressure3pm,176,0,0.0
NorfolkIsland,2017,WindDir9am,176,0,0.0
NorfolkIsland,2017,WindGustDir,176,3,1.7045
NorfolkIsland,2017,WindGustSpeed,176,3,1.7045
Nuriootpa,2009,Sunshine,365,75,20.5479
Nuriootpa,2009,Evaporation,365,56,15.3425
